ChEBI_ID
50860
25806
83162
79395
191692
191703
191607
190407
191742
191979
168245
168759
191741
139456
185745
179862
182045
94054
191787
191545
109539
186507
185197
184843
179863
168019
188165
95114
107637
182269
185554
113530
166923
183038
185441
191446
191907
169620
184527
180857
139455
139454
110194
168475
186131
176268
176206
169547
176209
192033
192019
192030
195573
190973
191675
189448
196987
188108
176128
169583
175240
186153
184880
196641
196640
172661
190032
174991
174891
168214
175642
192398
175832
193442
191648
191002
179853
193425
140142
188232
193364
190333
168314
184451
110203
91643
139418
139468
189505
190328
93682
169373
184847
193351
185485
190880
190896
193365
114194
94849
184405
110198
186383
190310
181838
105069
113173
185196
193523
168962
193184
181221
176210
176208
177990
175634
175783
196352
174984
191729
169073
191513
169267
197232
180155
196630
185213
174989
175060
191769
191716
185943
185142
175601
175928
197273
191984
191491
174585
186433
172783
175983
175984
191990
172734
175238
175777
168058
175236
188118
177926
179864
179865
185596
185460
184749
168085
184188
169868
190779
190785
187384
190814
184272
182306
169160
169356
188383
169325
188373
188384
186885
190792
189772
188391
177972
189041
185684
193533
169428
185508
169480
188067
189764
196398
191468
168236
175239
192065
188006
180379
186109
179455
139457
182296
182202
175966
196323
191774
176216
191887
169370
184937
94005
168637
187670
114184
192846
193293
169022
182614
184551
185183
187217
188428
93982
176100
168460
177953
178138
175234
169832
174888
174981
175799
175965
175013
177944
175061
175318
174586
174587
191712
175929
187184
179638
175602
187373
178249
174739
185058
174889
191555
191616
197249
186657
173155
189450
187206
172714
168684
175492
169271
175493
179356
197204
192066
176101
179321
186121
185338
186426
169899
139408
187260
169464
168519
186797
169286
175395
175070
193370
166645
196379
187721
196376
169248
184956
185574
196632
196391
186642
196388
184710
168969
187587
193219
196381
188082
196368
193386
196386
186088
196389
168551
140081
178238
188059
193246
208826
187353
168633
169376
180429
196382
196373
179353
188160
180416
179354
175365
193238
193336
193180
192562
186599
178317
196390
174687
184520
180420
180425
180417
180421
180608
166620
197056
187041
187956
180415
180430
180418
182556
185476
185816
180424
166621
180419
182191
196383
184655
187031
180422
168393
193334
196367
196384
197178
178250
196374
196351
193446
185412
196621
95167
168989
183378
193372
139461
139414
139410
139467
189903
91693
192299
193496
190346
196631
196628
169819
178233
178243
178237
197243
186798
174869
174870
180152
185592
168566
191704
185024
110206
196331
191759
175797
178312
187822
188262
169851
178236
190878
139465
181152
92455
185141
184500
175598
191600
175927
166622
185929
185311
190112
186727
174400
174987
140140
185171
193397
169069
168521
139486
184600
190794
174688
185113
175931
186675
181154
196375
186367
185658
184881
185719
172828
185908
191677
191789
175916
192853
172773
191517
191752
176241
184820
184730
197281
188246
193371
192860
180765
168545
186697
169081
169028
168803
169076
182307
190832
190881
168091
184553
184645
169783
193486
185165
185210
190895
188944
190897
184161
190891
168447
184855
185198
168468
182692
191683
169235
176089
192866
197225
193406
187087
192835
187020
169422
168443
177994
185696
168394
197133
187157
187809
169305
184185
167993
168708
184663
184967
168406
168217
94026
107657
107663
193285
196314
193017
168307
185106
184211
187026
174588
167839
185057
168908
190808
176370
180859
190900
169024
169390
173142
168369
184974
185521
185401
169462
189817
169083
169151
168864
168726
169053
187838
168400
184404
190843
168603
169517
180769
168350
190907
182425
169394
169577
169622
177940
186342
177968
207502
180153
180154
197155
185766
177970
140129
193429
196320
168747
191718
139421
175069
175068
175934
175600
188968
191566
174408
194120
168452
184526
193401
192656
191689
168558
191836
184747
182724
189790
197213
113549
91819
114181
192603
191725
188403
182736
139428
179859
193231
186970
198907
190108
176218
175394
166623
174405
187752
186893
197216
186359
169793
168131
191748
191697
187573
188095
188228
107649
180602
184462
184532
185846
187197
186202
183877
